data,hora,natureza_acidente,situacao,bairro,endereco,,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3,_id,Protocolo
2016-01-14,18:32:00,COM VÍTIMA,FINALIZADA,SAO JOSE,RUA IMPERIAL,4,1220,,CRUZAMENTO COM A RUA BOM SUCESSO,RUA IMPERIAL,1220,CRUZAMENTO COM A RUA BOM SUCESSO,SÃO JOSÉ,COLISÃO,COLISÃO ENTRE UMA AMBULANCIA  UM AUTO E UMA MOTO C/V,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-14,20:44:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,0,,,AO LADO DO HOSPITAL DO CANCER E AO LADO DA PRAÇA,AV CRUZ CABUGA,0,AO LADO DO HOSPITAL DO CANCER E AO LADO DA PRAÇA,SANTO AMARO,COLISÃO,DOIS AUTO E UMA MOTO,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-14,22:31:00,COM VÍTIMA,FINALIZADA,ROSARINHO,AV NORTE MIGUEL ARRAES DE ALENCAR,0,,,CRUZAMENTO COM A SANTOS DOMON SEMAFORO 081,AV NORTE,0,CRUZAMENTO COM A SANTOS DOMON SEMAFORO 081,ROSARINHO,COLISÃO,ONIBUS PEDROSA E MOTO,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2016-01-15,19:56:00,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,RUA FRANCISCO ALVES,0,,,ENFR AO LADO DO HOSPITAL ESPERANÇA,RUA FRANCISCO ALVES,0,ENFR AO LADO DO HOSPITAL ESPERANÇA,ILHA DO LEITE,COLISÃO,GOL VERMELHO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-15,22:34:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,0,,,SENTIDO OLINDA PROX AO VIADUTO E ENFR A RECEITA FEDERAL,AV GOVERNADOR AGAMENON MAGALHAES,0,SENTIDO OLINDA PROX AO VIADUTO E ENFR A RECEITA FEDERAL,SANTO AMARO,COLISÃO,TRES AUTO E UMA MOTO,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-16,08:52:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,4,2312,,EM FRENTE DA ACADEMIA SANTÉ,AV ENGENHEIRO DOMINGOS FERREIRA,2312,EM FRENTE DA ACADEMIA SANTÉ,BOA VIAGEM,COLISÃO,COLISÃO COM VITIMA,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2016-01-16,09:48:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA SARGENTO SILVINO DE MACEDO,0,,,SENTIDO RESIDENCIAL BOA VIAGEM PROX A LOJA DE VINHOS LACOMEX,RUA SARGENTO SILVINO DE MACEDO,0,SENTIDO RESIDENCIAL BOA VIAGEM PROX A LOJA DE VINHOS LACOMEX,IMBIRIBEIRA,COLISÃO,COLISÃO COM 1 VITIMA A ESPERA DO SAMU,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-16,12:33:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,0,,,EM FRENTE AO HOSPITAL SANTA TEREZINHA,AV CAXANGA,0,EM FRENTE AO HOSPITAL SANTA TEREZINHA,IPUTINGA,COLISÃO,ENTREUM AUTO E UMA MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-16,18:34:00,COM VÍTIMA,FINALIZADA,TORRE,RUA CONDE DE IRAJA,3,301,,PROX. A ESCOLA CRIATIVA,RUA CONDE DE IRAJA,301,PROX. A ESCOLA CRIATIVA,TORRE,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-16,23:45:00,COM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,0,,,LOGO APOS O CAMPO DO SANTA CRUZ NO SEMAFORO 492,AV BEBERIBE,0,LOGO APOS O CAMPO DO SANTA CRUZ NO SEMAFORO 492,ARRUDA,COLISÃO,COLISAO ENTRE UM AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-17,05:26:00,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,0,,,NO SEMAFORO 044,AV DR JOSE RUFINO,0,NO SEMAFORO 044,AREIAS,COLISÃO,COLISAO ENTRE UM ONIBUS E UM AUTO,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2016-01-17,19:50:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,4,5010,,ANTES DO RESTAURANTE REI DA PICANHA  EM FRENTE A MOTOPARCK,AV NORTE,5010,ANTES DO RESTAURANTE REI DA PICANHA  EM FRENTE A MOTOPARCK,CASA AMARELA,ATROPELAMENTO,MOTO E PEDESTRE  VITIMAS JA SOCORRIDAS,,1,,,1,,,,,3,,,,,,,,,,,,,,,,,,
2016-01-18,07:54:00,COM VÍTIMA,FINALIZADA,IBURA,AV JORNALISTA COSTA PORTO,0,,,E/F A COMPESA,AV JORNALISTA COSTA PORTO,0,E/F A COMPESA,IBURA,COLISÃO,COLISÃO COM 1 VITIMA A ESPERA DO SAMU,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-18,12:53:00,COM VÍTIMA,FINALIZADA,SAO JOSE,AV GUARARAPES,0,,,ESQUINA COM A DANTAS BARRETO  E/F A PÇ. DO DIARIO  SENTIDO DA VISTA  SEMAFORO 015,AV GUARARAPES,0,ESQUINA COM A DANTAS BARRETO  E/F A PÇ. DO DIARIO  SENTIDO DA VISTA  SEMAFORO 015,SÃO JOSÉ,COLISÃO,01 AUTO 01 CINQUENTINHA,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-18,13:45:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ITAMARACA,3,249,,PX A AUTOMOTIVA CIDERAL,RUA ITAMARACA,249,PX A AUTOMOTIVA CIDERAL,IMBIRIBEIRA,COLISÃO,COLISAO ENTRE MOTO E VAM,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-18,19:13:00,COM VÍTIMA,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,0,,,EM FRENTE O BOMPREÇO DA BEMFICA,AV VISCONDE DE ALBUQUERQUE,0,EM FRENTE O BOMPREÇO DA BEMFICA,MADALENA,ATROPELAMENTO,AUTO E PEDESTRE,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-18,19:23:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ANTONIO FALCAO,0,,,COM A NAVEGANTES,RUA ANTONIO FALCAO,0,COM A NAVEGANTES,BOA VIAGEM,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-18,23:47:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,0,,,NO SEMAFORO 158,RUA VISCONDE DE JEQUITINHONHA,0,NO SEMAFORO 158,BOA VIAGEM,COLISÃO,COLISAO ENTRE DOIS AUTOS C/V,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-19,12:04:00,COM VÍTIMA,FINALIZADA,GRACAS,RUA JOAQUIM NABUCO,3,174,,,RUA JOAQUIM NABUCO,174,,GRAÇAS,COLISÃO,COLISAO DE AUTO E MOTO COM VITIMA,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-19,13:30:00,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,0,,,EM FRENTE AO CENTRO DE TREINAMENTO HONDA,AV DR JOSE RUFINO,0,EM FRENTE AO CENTRO DE TREINAMENTO HONDA,AREIAS,COLISÃO,AUTO E MOTOCICLETA COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-19,14:08:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,0,,,EM FRENTE AO BANCO ITAU  PROX CENTRO CAR SENTIDO CIDADE,AV CAXANGA,0,EM FRENTE AO BANCO ITAU  PROX CENTRO CAR SENTIDO CIDADE,CAXANGÁ,ATROPELAMENTO,MOTO E PEDESTRE,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-19,23:33:00,VÍTIMA FATAL,FINALIZADA,MADALENA,RUA JOSE OSORIO,2,XX,,CRUZAMENTO COM A RUA REAL DA TORRE,RUA JOSE OSORIO,XX,CRUZAMENTO COM A RUA REAL DA TORRE,MADALENA,CHOQUE,MOTO COLIDIU COM O PRISMA DE CONCRETO,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,
2016-01-20,06:45:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,3,866,,EM FRENTE DO CENTRO DA JUVENTUDE DE SANTO AMARO,AV NORTE,866,EM FRENTE DO CENTRO DA JUVENTUDE DE SANTO AMARO,SANTO AMARO,COLISÃO,COLISAO ENTRE DOIS AUTOS E UMA MOTO COM VITIMA,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-20,07:27:00,COM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,AV VEREADOR OTACILIO AZEVEDO,3,238,,EM FRENTE AO ESPAÇO DA MIDIA,AV VEREADOR OTACILIO AZEVEDO,238,EM FRENTE AO ESPAÇO DA MIDIA,NOVA DESCOBERTA,COLISÃO,COLISÃO COM VITIMA,,1,,,,2,,,,1,,,,,,,,,,,,,,,,,,
2016-01-20,10:50:00,COM VÍTIMA,FINALIZADA,CURADO,ROD BR CENTO E UM,0,,BR 101 (DENTRO DA CEASA),E/F AO GALPÃO COMERCIAL PITANGUEIRA,BR 101 (DENTRO DA CEASA),0,E/F AO GALPÃO COMERCIAL PITANGUEIRA,CURADO,COLISÃO,COLISÃO SEM VITIMAS,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-20,10:46:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA FRANCISCO DA CUNHA,3,392,,EM FRENTE AO EDF/MASTER,RUA FRANCISCO DA CUNHA,392,EM FRENTE AO EDF/MASTER,BOA VIAGEM,COLISÃO,COL.C//V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-20,12:15:00,COM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,0,,,COLISAO NO CRUZAMENTO DA AV. BEBERIBE X AV. PROFESSOR JOSE DOS ANJOS,AV BEBERIBE,0,COLISAO NO CRUZAMENTO DA AV. BEBERIBE X AV. PROFESSOR JOSE DOS ANJOS,ARRUDA,COLISÃO,COLISÃO ENTRE DOIS AUTOS COM VÍTIMA,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,
2016-01-20,12:21:00,COM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,0,,,IBURA DE BAIXO ANTES DA POLICLINICA EDO MOTEL GIRADOR,AV DOIS RIOS,0,IBURA DE BAIXO ANTES DA POLICLINICA EDO MOTEL GIRADOR,IBURA,ATROPELAMENTO,ATROPELAMENTO COM UMA VITIMA,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-20,14:16:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,3,345,,NA FAIXA DA ESQUERDA E/F DA AUTONUNES CHEVROLET,AV ENGENHEIRO DOMINGOS FERREIRA,345,NA FAIXA DA ESQUERDA E/F DA AUTONUNES CHEVROLET,BOA VIAGEM,COLISÃO,COLISAO DE MOTO E AUTO COM UMA VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-20,14:38:00,COM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,0,,,EM FRENTE AO MUSEU DA ABOLIÇÃO,AV CAXANGA,0,EM FRENTE AO MUSEU DA ABOLIÇÃO,MADALENA,COLISÃO,ENTRE UMA VIATURA DA POLICIA CIVIL E UMA MOTO,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,
2016-01-20,15:34:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,0,,,E/F AO CORREIOS,AV GENERAL SAN MARTIN,0,E/F AO CORREIOS,SAN MARTIN,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-20,15:50:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,0,,,DEFRONTE A SUBWAY NA RIBEIRO DE BRITO,RUA RIBEIRO DE BRITO,0,DEFRONTE A SUBWAY NA RIBEIRO DE BRITO,BOA VIAGEM,COLISÃO,COLISAO ENTRE DOIS AUTOS,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-21,18:07:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,3,558,,EM FRENTE A SÓ FRIOS REFRIGERAÇÕES,RUA SAO MIGUEL,558,EM FRENTE A SÓ FRIOS REFRIGERAÇÕES,AFOGADOS,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-22,15:10:00,COM VÍTIMA,FINALIZADA,DOIS UNIDOS,RUA EXP TEODORO SATIVA,2,90,,SUBIDA DA MINERVA,RUA EXP TEODORO SATIVA,90,SUBIDA DA MINERVA,DOIS UNIDOS,COLISÃO,ENTRE UM AUTO E UMA MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-22,22:05:00,COM VÍTIMA,FINALIZADA,MUSTARDINHA,RUA VINTE E UM DE ABRIL,0,,,CRUZAMENTO COM RUA DR. JOÃO ELISIU. SEMÁFORO 245.,RUA VINTE E UM DE ABRIL,0,CRUZAMENTO COM RUA DR. JOÃO ELISIU. SEMÁFORO 245.,MUSTARDINHA,COLISÃO,ENTRE ÔNIBUS E MOTO.,,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,
2016-01-23,00:35:00,COM VÍTIMA,FINALIZADA,TORRE,RUA JOSE BONIFACIO,0,,,SOBRE O VIADUTO DA TORRE. SENTIDO PARNAMIRIM-TORRE,RUA JOSE BONIFACIO,0,SOBRE O VIADUTO DA TORRE. SENTIDO PARNAMIRIM-TORRE,TORRE,COLISÃO,COLISÃO ENTRE DUAS MOTOS  SENDO UMA OFICIAL DA PMPE.,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-23,04:01:00,COM VÍTIMA,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,0,,,PROXIMO AO BOM PREÇO,AV VISCONDE DE ALBUQUERQUE,0,PROXIMO AO BOM PREÇO,MADALENA,COLISÃO,TAXI E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-23,13:04:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,AV BEBERIBE,0,,,EM FRENTE AO PATIO DA FERIRA DE AGUA FRIA,AV BEBERIBE,0,EM FRENTE AO PATIO DA FERIRA DE AGUA FRIA,ÁGUA FRIA,COLISÃO,COLISÃO ENTRE DUAS MOTOS COM VITIMA,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,
2016-01-24,17:02:00,COM VÍTIMA,FINALIZADA,ARRUDA,RUA DA REGENERACAO,0,,,ANTIGA FABRICA DA COCACOLA,RUA DA REGENERACAO,0,ANTIGA FABRICA DA COCACOLA,ARRUDA,COLISÃO,ENTRE UM VEICULO E UMA MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-24,17:05:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,0,,,EM FRENTE AO0 SPETUS,AV GOVERNADOR AGAMENON MAGALHAES,0,EM FRENTE AO0 SPETUS,DERBY,COLISÃO,UM VEICULO E UMA MOTO,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2016-01-24,19:53:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL GOV. CID SAMPAIO,1,X,,APOS A POLICLINICA AGAMENOM MAGALHAES NO SEMAFORO 320,AV SUL,X,APOS A POLICLINICA AGAMENOM MAGALHAES NO SEMAFORO 320,AFOGADOS,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-25,05:37:00,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,0,,,E/F AO CPOR  SENTIDO DOIS IRMÃOS. NO LADO DIREITO DA VIA.,AV DEZESSETE DE AGOSTO,0,E/F AO CPOR  SENTIDO DOIS IRMÃOS. NO LADO DIREITO DA VIA.,CASA FORTE,COLISÃO,COM UMA VÍTIMA.,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-25,07:23:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA JOAO CARDOSO AIRES,0,,,EM FRENTE A PIZZARIA PARQUE DA PIZZA,RUA JOAO CARDOSO AIRES,0,EM FRENTE A PIZZARIA PARQUE DA PIZZA,BOA VIAGEM,COLISÃO,COLISÃO COM VÍTIMA,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-25,11:24:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,0,,,EM FRENTE AO BANCO DO BRASIL SENT/CAXANGA,RUA BENFICA,0,EM FRENTE AO BANCO DO BRASIL SENT/CAXANGA,MADALENA,COLISÃO,COLISÃO COM VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-25,19:39:00,COM VÍTIMA,FINALIZADA,BARRO,AV CENTRAL,0,,,ENFR A ESTAÇÃO DO BARRO,AV CENTRAL,0,ENFR A ESTAÇÃO DO BARRO,BARRO,COLISÃO,ONIBUS E MOTO,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2016-01-25,19:56:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,0,,,PROX AO NOVO VIADUTO E A FARMACIA BIG BEM SENTIDO CAMARAGIBE,AV CAXANGA,0,PROX AO NOVO VIADUTO E A FARMACIA BIG BEM SENTIDO CAMARAGIBE,IPUTINGA,ATROPELAMENTO,AUTO E PEDESTRE,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-25,22:52:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,0,,,CRUZAMENTO CARLOS DE LIMA CAVALCANTE,AV GOVERNADOR AGAMENON MAGALHAES,0,CRUZAMENTO CARLOS DE LIMA CAVALCANTE,DERBY,COLISÃO,AUTO E MOTO AUTO SE EVADIU,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-26,00:28:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,4,5147,,AO LADO DO REI DA PICANHA NO SEMAFORO 079,AV NORTE,5147,AO LADO DO REI DA PICANHA NO SEMAFORO 079,CASA AMARELA,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-26,09:51:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,0,,,EM FRENTE DA FACULDADE UNIVERSO,AV MARECHAL MASCARENHAS DE MORAES,0,EM FRENTE DA FACULDADE UNIVERSO,IMBIRIBEIRA,COLISÃO,COL.C/V SET SUB,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-26,09:55:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,0,,,CRUZ COM A AV ENGENHEIRO ALVES DE SOUZA E/F A CONCESSIONARIA HONDA,RUA ARQUITETO LUIZ NUNES,0,CRUZ COM A AV ENGENHEIRO ALVES DE SOUZA E/F A CONCESSIONARIA HONDA,IMBIRIBEIRA,COLISÃO COM CICLISTA,COLISÃO COM VITIMA A ESPERA DO SAMU ENTRE CICLISTA E AUTO,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-26,16:09:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,AV JOAO DE BARROS,0,,,ESQUINA DO BANCO ITAÚ,AV JOAO DE BARROS,0,ESQUINA DO BANCO ITAÚ,ESPINHEIRO,COLISÃO,COLISAO COM VITIMA ENTRE AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-26,21:44:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,0,,,BOA VISTA COM A CONÇALVES MAIA,AV CONDE DA BOA VISTA,0,BOA VISTA COM A CONÇALVES MAIA,BOA VISTA,COLISÃO,ONIBUS E TAXI,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,05:44:00,COM VÍTIMA,FINALIZADA,SANTO ANTONIO,AV MARTINS DE BARROS,0,,,CRUZAMENTO COM A AV PRIMEIRO DE MARÇO,AV MARTINS DE BARROS,0,CRUZAMENTO COM A AV PRIMEIRO DE MARÇO,SANTO ANTÔNIO,COLISÃO,COLISÃO ENTRE UM AUTO PASSEIO COM UM ONIBUS,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,10:29:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,0,,,SENTIDO CIDADE E/F A LOJA ENGEFRIO,AV ENGENHEIRO ABDIAS DE CARVALHO,0,SENTIDO CIDADE E/F A LOJA ENGEFRIO,PRADO,COLISÃO,COLISÃO COM 1 VITIMA SOCORRIDA PELO SAMU,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
2016-01-27,11:54:00,COM VÍTIMA,FINALIZADA,TORRE,RUA REAL DA TORRE,0,,,DEPOIS DO ATACADO DOS PRESENTES SENTIDO MADALENA,RUA REAL DA TORRE,0,DEPOIS DO ATACADO DOS PRESENTES SENTIDO MADALENA,TORRE,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,12:14:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA JOAO FERNANDES VIEIRA,0,,,E/F A IGREJA CABUNCA,RUA JOAO FERNANDES VIEIRA,0,E/F A IGREJA CABUNCA,BOA VISTA,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,13:29:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,3,729,,E/F A IGREJA BATISTA DE AFOGADOS,RUA SAO MIGUEL,729,E/F A IGREJA BATISTA DE AFOGADOS,AFOGADOS,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,15:23:00,COM VÍTIMA,FINALIZADA,PASSARINHO,RUA ALTO DA BICA,2,57,,PROX. AO TERMINAL VASCO DA GAMA DERBY,RUA ALTO DA BICA,57,PROX. AO TERMINAL VASCO DA GAMA DERBY,PASSARINHO,CHOQUE,VEICULO CHOCOU-SE COM MURO,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,16:18:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV GENERAL MAC ARTHUR,3,303,,EM FRENTE DO CONDOMINIO L´PARCK,AV GENERAL MAC ARTHUR,303,EM FRENTE DO CONDOMINIO L´PARCK,BOA VIAGEM,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,16:35:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA DR MACHADO,3,262,,EM FRENTE AO COLEGIO IMACULADO,RUA DR MACHADO,262,EM FRENTE AO COLEGIO IMACULADO,CAMPO GRANDE,COLISÃO,AUTO E MOTO,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2016-01-27,16:56:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4,3232,,EDF ACAIACA,AV BOA VIAGEM,3232,EDF ACAIACA,BOA VIAGEM,COLISÃO,01 MOTO 01 AUTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-27,21:00:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,0,,,ENFR A PRAÇA MINISTRO SALGADO FILHO,AV MARECHAL MASCARENHAS DE MORAES,0,ENFR A PRAÇA MINISTRO SALGADO FILHO,IMBIRIBEIRA,ATROPELAMENTO,MOTO E PEDESTRE,,1,,,1,,,,,3,,,,,,,,,,,,,,,,,,
2016-01-28,13:04:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,0,,,SENTIDO AREIAS  E/F AO MOTEL PREMIUM,RUA SAO MIGUEL,0,SENTIDO AREIAS  E/F AO MOTEL PREMIUM,AFOGADOS,COLISÃO,01 AUTO 01 MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-28,13:15:00,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,0,,,NA ENTRADA DO BONGI E/F DO POSTO PÉTROBRAS,EST DOS REMEDIOS,0,NA ENTRADA DO BONGI E/F DO POSTO PÉTROBRAS,AFOGADOS,COLISÃO,COLISAO MOTO E TAXI COM UMA VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-28,17:36:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,0,,,EM FRENTE AO AÇUDE DE APIPUCOS/ SENTIDO CIDADE,RUA DE APIPUCOS,0,EM FRENTE AO AÇUDE DE APIPUCOS/ SENTIDO CIDADE,APIPUCOS,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2016-01-28,21:32:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,4,1114,,EM FRENTE A MCDONALD´S SENTIDO BOA VIAGEM,AV GOVERNADOR AGAMENON MAGALHAES,1114,EM FRENTE A MCDONALD´S SENTIDO BOA VIAGEM,DERBY,COLISÃO,DUAS MOTOS,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,
2016-01-29,00:19:00,COM VÍTIMA,FINALIZADA,SANTO ANTONIO,C SANTA RITA,0,,,DENTRO DO CAIS SANTA RITA,C SANTA RITA,0,DENTRO DO CAIS SANTA RITA,SANTO ANTÔNIO,ATROPELAMENTO,ÔNIBUS ATROPELOU PEDESTRE,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,
2016-01-29,06:12:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,0,,,CRUZ. COM DESEMBARGADOR JOSÉ NEVES,RUA BARAO DE SOUZA LEAO,0,CRUZ. COM DESEMBARGADOR JOSÉ NEVES,BOA VIAGEM,CHOQUE,VEICULO CHOCOU-SE COM POSTE DE ILUMINAÇÃO PUBLICA,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
