Carimbo de data/hora,Avaliador(a) 1,Avaliador(a) 2,Data,Hora Início,Trecho Avaliado,Início do trecho,Fim do trecho,1. TIPO DE ESTRUTURA,2. FLUXO DA ESTRUTURA,3. FLUXO DA VIA ,4. LOCALIZAÇÃO DA ESTRUTURA,Velocidade máxima (km/h),Faixas de rolamento contíguas à estrutura. Quantidade:,6. TIPO DE SEGREGADORES,7. PROTEÇÃO CONTRA INVASÃO DE AUTOMÓVEL,8.1 Segregadores,Qtde de acessos:,Qtde Vias transversais COM acesso:,Qtde Vias transversais SEM acesso:,Quantidade de acessos aplicabilidade:,9.1 Tipo de pavimento,9.2 Situação de conservação do pavimento,10. SINUOSIDADE,11. SOMBREAMENTO,12. SITUAÇÕES DE RISCO (RELATIVAS A AUTOMÓVEIS),Paradas de ônibus ao longo,Cruzamentos com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade,Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura,Troca lado da estrutura sem redutores de velocidade ou semáforos,Conversão à esquerda de automóvel com invisibilidade de ciclista,Fim repentino de estrutura no contrafluxo,Outras situações de risco,Total de situações de risco,13. OBSTÁCULOS PERMANENTES (RELATIVOS AO ASFALTO),Bueiros,Raízes,Buracos,Valas profundas ao longo da estrutura,Desníveis,Outros obstáculos,Total de obstáculos,"Se valas, largura desta",Largura da área transitável da estrutura (metros):,Largura da faixa de amortecimento da estrutura (cm):,Largura da faixa de rolamento contígua à estrutura (metros):,Largura total da VIA incluindo a estrutura (metros):,Estacionamento:,15. CONTROLE DA VELOCIDADE MÁXIMA DA VIA,Sinalização VERTICAL. Qtde,Sinalização HORIZONTAL. Qtde,Travessia de pedestre em nível. Qtde,Lombadas físicas. Qtde,Radar/Lombada Eletrônica. Qtde,Outros elementos (nome do elemento e Qtde),16.1 Indicação de início (placa R-34),16.2 Indicação de fim (placa R-34),16.3 Indicação AO LONGO da estrutura (placa R-34). Qtde:,16.4 Indicação de travessias cicloviárias nas VIAS TRANSVERSAIS Travessias COM,16.4 Indicação de travessias cicloviárias nas VIAS TRANSVERSAIS Travessias SEM,17.1 Padrão de pintura vermelha,17.2 Situação da pintura vermelha ,"Existem, em boas condições. Qtde:","Existem, parcialmente apagados. Qtde:",Travessia sem pintura. Qtde:,17.4 Pictogramas ao longo do trecho,"Existem, em boas condições. Qtde:","Existem, parcialmente apagados. Qtde",17.5 Setas ao longo da estrutura,"Existem, em boas condições. Qtde:","Existem, parcialmente apagadas. Qtde: ",Dedicada para ciclistas. Qtde:,Geral na via do mesmo lado da estrutura. Qtde:,Geral na via do outro lado a infraestrutura. Qtde:,19. HORÁRIO FIM,"20. ANOTAÇÕES, OBSERVAÇÕES E COMENTÁRIOS",Foto página da frente (ficha de avaliação),Foto página de trás (ficha de avaliação),Fotos da estrutura,Comentários,length_google_maps,Via,geo_id,form_id
14/08/2023 11:32:13,Tâmara Olivieri,Felipe Brust,16/07/2023,10:15:00,Av. Luis Eduardo Magalhães,Viaduto Paralela,Entrada Túnel   ,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,Não há árvores nem mudas,"Paradas de ônibus ao longo, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",1,0,4,0,0,0,0,5,Desníveis,0,0,0,0,-1,0,1,,"1,5",25,"3,1","10,9",Estacionamento proibido na via,,7,1,0,0,1,0,não,continua em outra estrutura,3,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura está boa, mas FALHA em ALGUNS pontos",3,2,0,,11,28,Não existem,0,0,0,0,51,13:50:00,"O início do trecho começa tenso em cima do viaduto sobre a Paralela. E uma conversão à direita com tráfego intenso de carros e ônibus é o ponto crítico da via. 


Após mais uma conversão da Paralela, dessa vez mais tranquila, com boa visibilidade, a estrutura segue margeando uma mata muito densa que pertence ao Exército, mas sem qualquer sinal de vida pedestre. 


Ao final do trecho, uma laje deslocada de uma vala, se projeta para a estrutura, exigindo atenção. 
",https://drive.google.com/open?id=12wMtGeBixrHlKNE0mkhkIDtHPJp302-o,,,,"2,6",Av. Luis Eduardo Magalhães,13,27
14/08/2023 11:36:57,Tâmara Olivieri,Felipe Brust,16/07/2023,10:15:00,Av. Luis Eduardo Magalhães,Entrada Túnel  ,Saída Túnel,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é completamente reto,Não há árvores nem mudas,Nenhuma situação de risco,0,0,0,0,0,0,0,0,Desníveis,0,0,0,0,-1,0,1,,"0,9",25,3,"10,1",Estacionamento proibido na via,Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,continua de outra estrutura,continua em outra estrutura,0,0,0,Apenas faixas vermelhas nas bordas.,"A pintura é MUITO falha, mostrando muito asfalto",0,0,0,,0,3,Não existem,0,0,0,1,1,13:50:00,"Estrutura muito estreita, escura, úmida, mal sinalizada, suja. Combinação perigosa com a faixa de rolamento a poucos centímetros do ciclista e da bicicleta.


Aterrorizante trafegar pelo trecho. Sensação de insegurança potencializada pelo barulho dos motores reverberando pelo túnel. Alguns trechos a sujeira e umidade formam lama, que obriga o ciclista a reduzir ainda mais a velocidade, já que trafegar pelo rolamento é impossível.
",https://drive.google.com/open?id=1m3CW-o6AH0BAQu5cmdjXQo_LPlhtO1KB,,,,"0,1",Av. Luis Eduardo Magalhães,13,28
14/08/2023 11:42:06,Tâmara Olivieri,Felipe Brust,16/07/2023,10:15:00,Av. Luis Eduardo Magalhães,Saída Túnel,Viaduto BR-324 ,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras","O traçado é sinuoso, exigindo atenção",Não há árvores nem mudas,"Paradas de ônibus ao longo, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",1,0,1,0,0,0,0,2,Desníveis,0,0,0,0,-1,0,1,,"1,45",25,"3,05","10,7",Estacionamento proibido na via,,1,0,0,0,0,0,continua de outra estrutura,continua em outra estrutura,1,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura está boa, mas FALHA em ALGUNS pontos",1,0,0,,0,7,Não existem,0,0,0,0,11,13:50:00,O trecho tem um leve declive e termina abruptamente após um cruzamento e ponto de ônibus sem qualquer sinalização ou aviso de rota alternativa. ,https://drive.google.com/open?id=1k91syvEh4M38Db9sl0A3mEsmdedSl3vC,,,,"0,65",Av. Luis Eduardo Magalhães,13,29
15/08/2023 17:27:01,Tâmara Olivieri,Felipe Brust,29/07/2023,10:35:00,Av. Dorival Caymmi,Rua Santo Amaro,Centro de Saúde   ,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,50,2,Sinalização com pintura,NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,O traçado é completamente reto,Não há árvores nem mudas,Nenhuma situação de risco,0,0,0,0,0,0,0,0,Desníveis,0,0,0,0,-1,0,1,,"0,8",20,"2,35","6,15",Estacionamento proibido na via,Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,sim,continua em outra estrutura,1,0,0,Apenas faixas vermelhas nas bordas.,Pintura APAGADA ou somente rastros de tinta,0,0,0,,0,3,Não existem,0,0,0,0,5,14:50:00,"A ciclofaixa além de estreita, praticamente não existe no trecho. 

Não há segregadores e termina abruptamente sem qualquer tipo de sinalização. 
",https://drive.google.com/open?id=1p-HWHF0QntyTt5XZnHr4d5aR7GwHQrQg,,,,"0,19",Av. Dorival Caymmi,14,30
15/08/2023 17:40:02,Tâmara Olivieri,Felipe Brust,29/07/2023,10:35:00, Av. Dorival Caymmi,Rótula EBDA ,Rua Santo Amaro,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,50,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,"O traçado é muito sinuoso, podendo causa colisões com obstáculos ou outros ciclistas em momento de ultrapassagem",Não há árvores nem mudas,"Paradas de ônibus ao longo, Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",5,6,11,0,0,0,0,22,"Bueiros, Buracos, Desníveis, Boca de lobo",18,0,3,0,-1,6,27,,"1,3",20,"2,85","7,25",Estacionamento proibido na via,,5,0,0,0,1,0,continua de outra estrutura,continua em outra estrutura,0,0,0,Apenas faixas vermelhas nas bordas.,Pintura APAGADA ou somente rastros de tinta,0,0,17,,0,9,Não existem,0,0,0,0,42,14:50:00,"Em boa parte do trecho a pintura está totalmente apagada e retornou a ser estacionamento. Não existe pintura, tachões ou qualquer resquício de que existe uma ciclofaixa, já que não existe sinalização vertical também. 


Em outro trecho o comércio ambulante invadiu a área da ciclofaixa e instituiu uma pequena feira no local.  ",https://drive.google.com/open?id=1r5BeYbTs0R9O0l_rRllhA7HbGp6169UQ,,,,"2,2",Av. Dorival Caymmi,14,31
15/08/2023 17:49:32,Tâmara Olivieri,Felipe Brust,29/07/2023,10:35:00,Av. Dorival Caymmi,Viaduto Paralela,Rótula EBDA   ,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,50,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é completamente reto,Não há árvores nem mudas,"Paradas de ônibus ao longo, Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",1,1,5,0,0,0,0,7,"Bueiros, Buracos, Desníveis, Boca de lobo",9,0,1,0,-1,6,17,,"1,5",20,"2,95","7,65",Estacionamento proibido na via,,5,0,0,0,1,0,continua de outra estrutura,continua em outra estrutura,2,0,0,Apenas faixas vermelhas nas bordas.,A pintura é falha em VÁRIOS pontos,0,0,6,,0,11,Não existem,0,0,0,0,20,14:50:00,"O trecho não vê manutenção desde sua implantação. Tachões desgastados, buracos, desníveis, pintura apagada e ondulações do asfalto demandam atenção redobrada. Travessias e paradas de ônibus sem sinalização, areia, brita e muita sujeira. Irregularidades que demandam muito cuidado e atenção do ciclista.


Recapeamento asfáltico de obra de drenagem/telefonia, produziu ondulações e desníveis acentuados, exigindo atenção redobrada. ",https://drive.google.com/open?id=1XX7mKsxMTy9PYrWr8m_LMuCEJeLJ94UZ,,,,"0,9",Av. Dorival Caymmi,14,32
19/08/2023 14:17:42,Tâmara Olivieri,Felipe Brust,29/07/2023,10:35:00,Av. Dorival Caymmi,Rótula EBDA,Viaduto Paralela,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,50,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é completamente reto,Não há árvores nem mudas,"Paradas de ônibus ao longo, Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",2,3,1,0,0,0,0,6,"Bueiros, Buracos, Valas profundas ao longo da estrutura, Desníveis, Boca de lobo",12,0,3,-1,-1,3,20,30,"1,45",20,"2,9","7,5",Estacionamento proibido na via,,2,0,0,0,1,0,continua de outra estrutura,continua em outra estrutura,1,0,0,Apenas faixas vermelhas nas bordas.,Pintura APAGADA ou somente rastros de tinta,0,0,4,,0,9,Não existem,0,0,0,0,21,14:50:00,"O trecho segue com péssimas condições de manutenção. Tachões desgastados, buracos, desníveis, pintura apagada e ondulações do asfalto demandam atenção redobrada. 

Travessias e paradas de ônibus sem sinalização, areia, brita e muita sujeira. Irregularidades que demandam muito cuidado e atenção do ciclista.

Alguma obra pública destruiu o asfalto no trajeto da ciclofaixa e o recapeamento ocasionou ondulações e desníveis acentuados, exigindo atenção redobrada. ",https://drive.google.com/open?id=1O8g4e1XCVgDsu_3eu0uw1rMTWVP5TAdU,,,,"0,9",Av. Dorival Caymmi,14,33
19/08/2023 14:24:38,Tâmara Olivieri,Felipe Brust,29/07/2023,10:35:00,Av. Dorival Caymmi,Banco Itaú,Rótula EBDA,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,50,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,Não há árvores nem mudas,"Paradas de ônibus ao longo, Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",3,4,7,0,0,0,0,14,"Bueiros, Buracos, Valas profundas ao longo da estrutura, Desníveis, Boca de lobo",11,0,2,-1,-1,7,22,30,"1,4",20,"2,9","7,4",Estacionamento proibido na via,,6,0,0,0,1,0,continua de outra estrutura,continua em outra estrutura,10,0,0,Apenas faixas vermelhas nas bordas.,Pintura APAGADA ou somente rastros de tinta,0,0,11,,0,23,Não existem,0,0,0,0,43,14:50:00,"A via é a artéria principal de vários bairros densamente povoados e comércio pujante. À época da implantação da estrutura comerciantes protestaram para a retirada da ciclofaixa, pela suposta queda de vendas, já que carros estacionavam na via.

Seja pela falta de manutenção ou vandalismo, as condições da estrutura estão péssimas. Tachões desgastados, buracos, desníveis, pintura apagada e ondulações do asfalto demandam atenção redobrada. Muitas travessias e paradas de ônibus sem sinalização, areia, brita, oficinas e lava jatos produzindo poças de água eternas, estacionamento irregular, bicicletas no contrafluxo. Inúmeras irregularidades proporcionam muita tensão e riscos.",https://drive.google.com/open?id=1lWkI05yaxvzMUNssCgA50KTZt1fUDbAj,,,,"2,5",Av. Dorival Caymmi,14,34
19/08/2023 14:30:30,Tâmara Olivieri,Felipe Brust,29/07/2023,10:35:00,Av. Dorival Caymmi,Centro de Saúde ,Banco Itaú,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,50,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,O traçado é completamente reto,Não há árvores nem mudas,Nenhuma situação de risco,0,0,0,0,0,0,0,0,"Bueiros, Desníveis",4,0,0,0,-1,0,5,,"0,95",20,"2,4","6,45",Estacionamento proibido na via,Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,sim,continua em outra estrutura,1,0,0,Apenas faixas vermelhas nas bordas.,"A pintura é MUITO falha, mostrando muito asfalto",0,0,0,,0,3,Não existem,0,0,0,0,5,14:50:00,"A ciclofaixa é muito estreita e já inicia com uma sequência de quatro bueiros e uma faixa de pedestre. Está distante há 250m da estrutura cicloviária mais próxima, na orla, separadas por intenso tráfego de carros, ônibus e pedestres.

O trecho da estrutura é imprensada entre as faixas de circulação e o comércio muito concorrido. Desviar dos carros estacionados indevidamente na ciclofaixa para a faixa de rolamento é rotina pra quem pedala na via e o risco de iminente de choque com veículos a poucos centímetros.

Os tachões para a segregação estão muito desgastados, “afundados” no asfalto ou em muitos trechos não existem.",https://drive.google.com/open?id=1_UscADmd68kLplgjnTHJwfo5I_Rya4ro,,,,"0,19",Av. Dorival Caymmi,14,35
21/08/2023 19:24:58,Alex Simões,Pedro Amorim,20/08/2023,10:00:00,Av. Carlos Gomes (trecho 1),Ladeira da Montanha (final),Casa de Itália,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo esquerdo da via de mão única,40,3,Sinalização com pintura,NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,"O traçado é sinuoso, exigindo atenção",Não há árvores nem mudas,"O final da Av. Carlos Gomes(entroncamento com a Avenida Sete, Casa d’Itália é extremamente perigoso, mesmo sendo após semáforo).",0,0,0,0,0,0,1,1,Desníveis,0,0,0,0,-1,0,1,,"1,5",10,"3,8","5,3","Estacionamento dedicado de um lado, incluso na circulação",,3,0,7,0,0,0,sim,continua em outra estrutura,10,2,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura está boa, mas FALHA em ALGUNS pontos",10,0,1,,9,15,Não existem,0,0,0,47,0,12:00:00,"A auditoria foi realizada num domingo porque seria impossível realizá-la durante a semana. É muito grande a ocorrência de pedestres circulando nas vias, e motocicletas, carros e caminhões desembarcando pessoas e mercadorias. Mesmo no domingo, flagramos veículos na via, como pode ser verificado nas fotos e nos vídeos.",https://drive.google.com/open?id=1BKHOYH6qh0IGp96P3codGlxdRpxKFpjb,,,,"1,31",R. Carlos Gomes,10,36
21/08/2023 19:33:10,Alex Simões,Pedro Amorim,20/08/2023,10:00:00,Av. Carlos Gomes (trecho 2) ,Casa d’Itália ,Praça Campo Grande,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,40,2,Sinalização com pintura,NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Bom estado,O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,"Sombras em alguns trechos, COM mudas plantadas",Paradas de ônibus ao longo,1,0,0,0,0,0,0,1,"Bueiros, Desníveis",1,0,0,0,-1,0,2,,"1,5",10,"3,8","5,3","Estacionamento dedicado de um lado, incluso na circulação",,0,0,2,0,0,0,continua de outra estrutura,continua em outra estrutura,4,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura está boa, mas FALHA em ALGUNS pontos",0,0,0,,4,4,Não existem,0,0,0,10,0,12:00:00,"Além da mudança de lado, esse trecho tem outro aspecto perigoso para o ciclista e para os pedestres, que é o ponto de ônibus em frente ao Hotel da Bahia. O cruzamento com a rua Banco dos Ingleses e a passagem pela banca de revistas são outros trechos que merecem atenção especial, por causa de veículos e pedestres.",https://drive.google.com/open?id=1gu9al1pm4H9MGpmyOYLUUBXOJr2vjchm,,,,"0,5",R. Carlos Gomes,10,37
21/08/2023 19:43:06,Felipe Brust,Lucas Vinicius,19/08/2023,08:47:00,Rua Thomaz Gonzaga,Cruzamento Silveira Martin,Av. Hilda,ciclofaixa,bidirecional,Mão dupla,Em um dos bordos de via de mão dupla,50,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,Não há árvores nem mudas,"Paradas de ônibus ao longo, Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",4,7,3,0,0,0,0,14,"Bueiros, Raízes, Buracos, Desníveis",5,1,15,0,-1,0,22,,"1,7",25,"2,7","7,45",Estacionamento proibido na via,Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,continua de outra estrutura,não,8,2,9,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura é MUITO falha, mostrando muito asfalto",0,8,2,,0,16,Não existem,0,0,0,15,38,10:51:00,"O trecho tem início num cruzamento muito movimentado. Por 120m a via é de mão única e a estrutura sem qualquer sinalização. Após o cruzamento que deixa a via em mão dupla é
que aparece a sinalização da ciclofaixa. A via é muito estreita e densamente povoada com movimento intenso de carros, caminhões, ônibus, motos, bicicletas e pedestres. A ciclofaixa é disputada para estacionamento, feira, oficina, lava jato, lama, cartazes, travessias.",https://drive.google.com/open?id=1rvulMBto0EVkyw-IIrb_v0KSro1uQEod,,,,2,R. Thomaz Gonzaga,17,38
21/08/2023 19:55:05,Felipe Brust,Lucas Vinicius,19/08/2023,08:47:00,Alameda Horto Bela Vista,Shop. Bela Vista,Cruzam. Silveira Martins ,calçada compartilhada,bidirecional,Mão única,Sobre a calçada,30,2,"Guias, Sinalização com pintura",Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,9,2,0,,Concreto,Falhas que demandam redução de velocidade ou parada,O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,Não há árvores nem mudas,"Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura, Entrada/Saída Caminhões em Obra Contígua",0,3,3,0,0,0,1,7,"Raízes, Buracos, Valas profundas ao longo da estrutura, Desníveis, Postes",0,2,6,-1,-1,8,18,50,"1,85",20,"2,8","10,15",Estacionamento proibido na via,Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,continua de outra estrutura,continua em outra estrutura,0,1,3,Toda área de circulação pintada de vermelho,Pintura APAGADA ou somente rastros de tinta,0,0,3,Não existem,0,0,,0,6,0,0,17,10:51:00,"O trecho tem início com uma sinalização horizontal zebrada não regulamentada que sugere que a via não é para o trafego de bicicletas. Existe a obra de uma Mega Loja de Construção que destruiu boa parte do piso da ciclovia e com certeza afetará o seu traçado, bem como sua permanência.

Inicia com um leve declive com entrada e saída de caminhões e operários com barricadas que dificultam o acesso. Pintura totalmente apagada e nenhuma sinalização. Não parece ser uma estrutura cicloviária. 

Logo depois inicia um aclive acentuado e muitas travessias de carro para condomínios apenas com sinalização de travessias de pedestre e vários postes e buracos são obstáculos permanentes que requerem atenção.

Ao final do trecho, a estrutura fica muito estreita. E é impossível que um ciclista e um pedestre passem ao mesmo tempo. Entulho de asfalto, brita e areia impedem o trafego.
",https://drive.google.com/open?id=1IwvE-AuxqqtpGQYeHjGYI0C1uoeEyH9g,,,,"0,75",R. Thomaz Gonzaga,17,39
21/08/2023 20:52:32,Felipe Brust,Lucas Vinicius,19/08/2023,10:45:00,Av.  Anita Garibaldi, Pça Lord Cochrane,Av. Vasco da Gama,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,70,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Irregularidades que demandam desvio para circulação,O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,Não há árvores nem mudas,"Paradas de ônibus ao longo, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",1,0,6,0,0,0,0,7,"Desníveis, Boca de lobo",0,0,0,0,-1,3,4,,"1,15",25,"2,65","10,35","Estacionamento dedicado de um lado, segregado da circulação",Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,continua de outra estrutura,não,0,0,6,Apenas faixas vermelhas nas bordas.,"A pintura é MUITO falha, mostrando muito asfalto",0,0,6,,0,5,Não existem,0,0,0,6,12,13:20:00,"Trecho muito confuso com saída e entrada de carros, sinalização apagada, lama, sujeira, lava jatos, oficinas, e vida pedestre movimentada.

Ao final do trecho a via termina repentinamente sem sinalização em uma artéria movimentada, a Avenida Vasco da Gama.",https://drive.google.com/open?id=17gQtQrVgVI2r53NC946Tl5WhHzTnGvCq,,,,"0,85",Av. Anita Garibaldi,16,40
21/08/2023 21:07:10,Felipe Brust,Lucas Vinicius,19/08/2023,10:45:00,Av. Anita Garibaldi,Odontoméd. Itamaraty,Pça Lord Cochrane,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo esquerdo da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é completamente reto,"Sombras em alguns trechos, SEM mudas novas",Nenhuma situação de risco,0,0,0,0,0,0,0,0,"Bueiros, Desníveis",7,0,0,0,-1,0,8,,"1,2",25,"2,6","10,35",Estacionamento proibido na via,Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,continua de outra estrutura,continua em outra estrutura,3,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos",Pintura APAGADA ou somente rastros de tinta,0,4,0,,0,12,Não existem,0,0,0,13,0,13:20:00,"Uma vez localizada no bordo esquerdo da via, talvez a estrutura pudesse correr pelo canteiro central e receber mais sombra.

Ao final do trecho, no semáforo a ciclofaixa troca de lado. A mudança é confusa porque já existe uma estrutura circundando a Praça, em frente e a pintura da travessia corre por dentro da faixa de pedestres e muito apagada.   ",https://drive.google.com/open?id=1ANB6dmoTS2GIfxJv3U-W9ptieXdLuopi,,,,"0,6",Av. Anita Garibaldi,16,41
21/08/2023 21:12:34,Felipe Brust,Lucas Vinicius ,19/08/2023,13:20:00,Av. Anita Garibaldi,Viaduto Cardeal,Monum. Cleriston Andrade  ,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo esquerdo da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,Não há árvores nem mudas,Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura,0,0,8,0,0,0,0,8,"Bueiros, Desníveis",15,0,0,0,-1,0,0,,"1,3",25,"2,8","10,35",Estacionamento proibido na via,,2,0,0,0,0,0,continua de outra estrutura,continua em outra estrutura,9,0,6,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura é MUITO falha, mostrando muito asfalto",2,4,2,,0,11,Não existem,0,0,0,29,0,13:20:00,"Os cruzamentos com a via são, sem dúvida, os grandes obstáculos e risco constante para os ciclistas. Chegam a ter 130m e a atenção tem que ser redobrada. Uma via cheia de hospitais, clínicas, escolas, universidades, travessias de pedestre em que a velocidade de 70km/h é muito alta, com quase nenhum controle.",https://drive.google.com/open?id=1ytAEHi-c8p7CTnnc2Z-BSoXZ5OjCBFqU,,,,"1,5",Av. Anita Garibaldi,16,42
