Carimbo de data/hora,Avaliador(a) 1,Avaliador(a) 2,Data,Hora Início,Trecho Avaliado,Início do trecho,Fim do trecho,1. TIPO DE ESTRUTURA,2. FLUXO DA ESTRUTURA,3. FLUXO DA VIA ,4. LOCALIZAÇÃO DA ESTRUTURA,Velocidade máxima (km/h),Faixas de rolamento contíguas à estrutura. Quantidade:,6. TIPO DE SEGREGADORES,7. PROTEÇÃO CONTRA INVASÃO DE AUTOMÓVEL,8.1 Segregadores,Qtde de acessos:,Qtde Vias transversais COM acesso:,Qtde Vias transversais SEM acesso:,Quantidade de acessos aplicabilidade:,9.1 Tipo de pavimento,9.2 Situação de conservação do pavimento,10. SINUOSIDADE,11. SOMBREAMENTO,12. SITUAÇÕES DE RISCO (RELATIVAS A AUTOMÓVEIS),Paradas de ônibus ao longo,Cruzamentos com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade,Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura,Troca lado da estrutura sem redutores de velocidade ou semáforos,Conversão à esquerda de automóvel com invisibilidade de ciclista,Fim repentino de estrutura no contrafluxo,Outras situações de risco,Total de situações de risco,13. OBSTÁCULOS PERMANENTES (RELATIVOS AO ASFALTO),Bueiros,Raízes,Buracos,Valas profundas ao longo da estrutura,Desníveis,Outros obstáculos,Total de obstáculos,"Se valas, largura desta",Largura da área transitável da estrutura (metros):,Largura da faixa de amortecimento da estrutura (cm):,Largura da faixa de rolamento contígua à estrutura (metros):,Largura total da VIA incluindo a estrutura (metros):,Estacionamento:,15. CONTROLE DA VELOCIDADE MÁXIMA DA VIA,Sinalização VERTICAL. Qtde,Sinalização HORIZONTAL. Qtde,Travessia de pedestre em nível. Qtde,Lombadas físicas. Qtde,Radar/Lombada Eletrônica. Qtde,Outros elementos (nome do elemento e Qtde),16.1 Indicação de início (placa R-34),16.2 Indicação de fim (placa R-34),16.3 Indicação AO LONGO da estrutura (placa R-34). Qtde:,16.4 Indicação de travessias cicloviárias nas VIAS TRANSVERSAIS Travessias COM,16.4 Indicação de travessias cicloviárias nas VIAS TRANSVERSAIS Travessias SEM,17.1 Padrão de pintura vermelha,17.2 Situação da pintura vermelha ,"Existem, em boas condições. Qtde:","Existem, parcialmente apagados. Qtde:",Travessia sem pintura. Qtde:,17.4 Pictogramas ao longo do trecho,"Existem, em boas condições. Qtde:","Existem, parcialmente apagados. Qtde",17.5 Setas ao longo da estrutura,"Existem, em boas condições. Qtde:","Existem, parcialmente apagadas. Qtde: ",Dedicada para ciclistas. Qtde:,Geral na via do mesmo lado da estrutura. Qtde:,Geral na via do outro lado a infraestrutura. Qtde:,19. HORÁRIO FIM,"20. ANOTAÇÕES, OBSERVAÇÕES E COMENTÁRIOS",Foto página da frente (ficha de avaliação),Foto página de trás (ficha de avaliação),Fotos da estrutura,Comentários,length_google_maps,Via,geo_id,form_id
08/08/2023 16:26:17,Felipe Brust,Tâmara Olivieri,30/07/2023,08:20:00,CAB 5ª Avenida Centro Administrativo da Bahia,Rótula Sussuarana,Vila Policial,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,60,2,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Irregularidades que demandam desvio para circulação,"O traçado é sinuoso, exigindo atenção",Não há árvores nem mudas,"Paradas de ônibus ao longo, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",2,0,10,0,0,0,0,12,"Nenhum obstáculo, Placas de Concreto",0,0,0,0,1,2,2,,"1,1",25,3,"9,75","Estacionamento dedicado de um lado, segregado da circulação",,4,0,0,0,1,0,continua de outra estrutura,continua em outra estrutura,0,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura é MUITO falha, mostrando muito asfalto",0,10,0,,0,18,Não existem,0,0,0,11,5,11:45:00,"O trecho tem muitas travessias de carro por se tratar de acessos a secretarias. A sinalização horizontal é confusa  para pedestres, ciclistas e motoristas. Pinturas antigas 
não apagadas e mais vivas que faixas de pedestres e pintura da ciclofaixa, resquícios de antigas provas automobilísticas. 


Essas competições também deixaram como legado, ao longo da via, diversos prismas, gelos baianos e enormes placas de concreto. Duas delas, no acesso ao Tribunal de 
Justiça e Ministério Público, forçam o ciclista a desviar para a faixa de rolamento.


Sem mencionar, claro, o “fetiche” de motoristas que podem experimentar a sensação de dirigir numa suposta pista de corrida, mas densamente utilizada cotidianamente por 
ônibus, bicicletas e pedestres. 
",https://drive.google.com/open?id=1avzNQH_PiZO47yKCeMd5_IfokAVyrEtE,,,,"1,5",CAB,15,11
09/08/2023 09:40:19,Ediana Fiuza,Lucas Vinicius,01/07/2023,08:40:00,Via: Rua Eng. Oscar Pontes (Trecho 1),"Em frente ao Studio Óculos, ao lado do Santander",Em frente à Feira de São Joaquim,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,60,4,Tachas ou tachões,NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,O traçado é completamente reto,Não há árvores nem mudas,Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade,0,2,0,0,0,0,0,2,"Bueiros, Valas profundas ao longo da estrutura",2,0,0,-1,0,0,2,,"1,58",10,"15,91","17,6","Estacionamento dedicado de um lado, incluso na circulação",,3,0,0,0,1,0,sim,continua em outra estrutura,1,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos",Pintura APAGADA ou somente rastros de tinta,0,0,1,,0,1,Não existem,0,0,0,23,0,09:36:00,"-> Invasão constante de carros na ciclovia, especialmente no começo da estrutura.

-> Os carros invadem a ciclovia para passagem ou ultrapassagem, sem utilizar a faixa para acessar o estacionamento localizado à esquerda da ciclofaixa nos trechos iniciais da Av. Oscar Pontes.

-> A chuva no dia evidenciou acúmulos de água muito grandes que exigiam atenção redobrada e forçavam ciclistas a desviar pelas pistas convencionais",https://drive.google.com/open?id=1QZwC4AquHnKu00_AfzwjIHtPza1a6T7-,,,,"1,3",Av. Engenheiro Oscar Pontes,11,12
09/08/2023 09:49:35,Ediana Fiuza,Lucas Vinicius,01/07/2023,09:58:00,Av. Engenheiro Oscar Pontes (Trecho 3),Posto Petróleo,Cruzamento entre a Av. Eng. Oscar Pontes e a Travessa Frederico Pontes,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo esquerdo da via de mão única,60,4,Tachas ou tachões,NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,O traçado é completamente reto,"Sombras em alguns trechos, SEM mudas novas",Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura,0,0,2,0,0,0,0,2,"Valas profundas ao longo da estrutura, Desníveis",0,0,0,-1,1,0,1,,"0,96",11,"11,85","12,81","Estacionamento dedicado de um lado, incluso na circulação",,7,0,0,0,1,0,continua de outra estrutura,continua em outra estrutura,1,0,0,Apenas faixas vermelhas nas bordas.,A pintura é falha em VÁRIOS pontos,0,2,1,,0,1,Não existem,0,0,0,7,0,10:30:00,"-> A largura da ciclofaixa no final do trecho avaliado chega até 1,10m
-> Caminhões estacionam na ciclofaixa
-> Não há estacionamento

->Existe um trecho onde a gente não se arriscou, logo depois do posto em direção à 1ª Travessa Frederico Pontes, a ciclofaixa fica imprensada entre os carros e caminhões em alta velocidade e uma mureta de pedra, além disso, ela fica particularmente estreita. Acreditamos que esse trecho é muito perigoso.",https://drive.google.com/open?id=1sno7XzJ6gN8pZsifjvV_MqxmUnmTZ_ZW,,,,"0,57",Av. Engenheiro Oscar Pontes,11,13
09/08/2023 10:01:54,Ediana Fiuza,Lucas Vinicius,01/07/2023,09:36:00,Av. Engenheiro Oscar Pontes (Trecho 2),Cruzamento da Rua João Alfredo Fontenelle com a Av. Eng. Oscar Pontes,Parte de baixo do Viaduto Júlio Paixão nas proximidades do Posto Petróleo,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo esquerdo da via de mão única,60,4,Tachas ou tachões,NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Falhas que demandam redução de velocidade ou parada,O traçado é completamente reto,Somente mudas novas,Nenhuma situação de risco,0,0,0,0,0,0,0,0,"Bueiros, Buracos, Desníveis",2,0,2,0,1,0,4,,"1,56",10,"11,4",13,"Estacionamento dedicado de um lado, incluso na circulação",,3,0,0,0,2,0,continua de outra estrutura,continua em outra estrutura,2,0,1,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura é MUITO falha, mostrando muito asfalto",0,2,0,,0,5,Não existem,0,0,0,16,0,09:58:00,"-> O estacionamento fica na calçada do lado esquerdo da ciclofaixa (que está na esquerda da via), isso força pedestres e ciclistas para cima da ciclofaixa. Além disso é necessário disputar esse pequeno espaço com caminhões e com carros em média/alta velocidade (40kmh a 60kmh)

-> É necessário levar em consideração que a continuidade da ciclofaixa é comprometida no cruzamento com as ruas Eliza Fontenelle e João Alfredo Fontenelle devido a presença de vários gelos baianos e falta de ciclofaixa pintada dificultando bastante a continuação dos ciclistas que vem percorrendo o trecho e precisam atravessar o retorno, entrando em conflito com veículos pesados.",https://drive.google.com/open?id=1F9tsut3pNVm_yWcIFJ7Xl_5RiTHw5ZnH,,,,"0,63",Av. Engenheiro Oscar Pontes,11,14
09/08/2023 10:21:02,Ediana Fiuza,Lucas Vinicius,01/07/2023,10:23:00,Avenida Jequitaia (Trecho 4),Cruzamento da Avenida Engenheiro Oscar Pontes com a Travessa Frederico Pontes.,Lojas Guaibim localizada de frente ao Largo da Calçada.,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo esquerdo da via de mão única,60,4,Tachas ou tachões,NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Irregularidades que demandam desvio para circulação,"O traçado é sinuoso, exigindo atenção",Não há árvores nem mudas,"Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Fim repentino da estrutura e continuidade do outro lado da avenida",0,2,0,0,0,0,1,3,"Bueiros, Valas profundas ao longo da estrutura",1,0,0,-1,0,0,2,,"1,45",10,"11,2","13,4",Estacionamento proibido na via,,5,0,0,0,2,0,continua de outra estrutura,continua em outra estrutura,3,1,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos",A pintura é falha em VÁRIOS pontos,0,3,3,,0,12,Não existem,0,0,0,42,0,11:19:00,"-> Fluxo intenso
-> Conflitos entre ciclistas e carros por espaço
-> Sinalização chamando atenção para que se respeite o ciclista
-> Uso compartilhado de pessoas puxando carrinhos de carga e bicicletas de transporte (incl. cargueiras)

Número varia entre 3 a 7 faixas ao longo da estrutura

O trecho é descontínuo, com a ciclofaixa desaparecendo no trecho da Rua Estado de Israel!
Eu observei que a Rua Estado de Israel é exageradamente larga, cabendo até 4 faixas de carros COM estacionamento, é possível designar uma ciclofaixa pela direita, atrás do estacionamento dos carros, para permitir a troca de sentido segura dos ciclistas da região.

Obs: Existem outras indicações na estrutura mas não são placas R-34, e sim placas amarelas escrito ""respeite o ciclista""

A partir da Avenida da França, que não é compreendida nessa avaliação, a ciclofaixa começa pelo bordo direito da via, ou seja, a ciclofaixa que antes vinha pela esquerda termina abruptamente e começa de novo pela direita, numa região onde há até 7 faixas de carros no mesmo sentido (Sul em direção ao bairro do Comércio).

Apenas na Rua Estado de Israel foram vistos estacionamentos (no lado direito da via). Por conta disso, para a avaliação, esse trecho foi desconsiderado. 

Já na Avenida Jequitaia, na extensão completa é proibido estacionar, mas algumas lojas, tanto automotivas quanto lojas de pescados da região têm vagas de estacionamento no lado esquerdo, justamente onde passa a ciclofaixa.

Sobre as Larguras:
— No Trecho mais largo da Av. Eng Oscar Pontes a largura chega até 26,67m
— No trecho da Rua Estado de Israel, a largura chega a 17,47m",https://drive.google.com/open?id=1ackExfyxI3f6e5U_6fKyyW95HCKL2zAF,,,,"2,57",Av. Jequitaia,8,15
10/08/2023 15:59:04,Ediana Fiuza,Lucas Vinicius,09/07/2023,12:45:00,Avenida Afrânio Peixoto (Trecho 3 - Lobato) - VOLTA,Prox. da Av. Bonifácio e Tv. Voluntários da Pátria,Próx. Atakarejo Lobato,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,28,1,1,,Concreto,Irregularidades que demandam desvio para circulação,O traçado é completamente reto,Não há árvores nem mudas,"Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Conversão à esquerda de automóvel com invisibilidade de ciclista",0,1,0,0,1,0,0,2,Nenhum obstáculo,0,0,0,0,0,0,0,,"0,85",0,"6,1","7,2",Estacionamento proibido na via,,6,0,2,0,1,0,continua de outra estrutura,continua em outra estrutura,5,0,2,Toda área de circulação pintada de vermelho,"A pintura está boa, mas FALHA em ALGUNS pontos",0,0,2,Não existem,0,0,Não existem,0,0,0,23,0,13:21:00,"Existem uma placa de bicicleta e uma placa de velocidade a menos no sentido Norte da Av. Afrânio Peixoto (Suburbana), se comparado ao sentido Sul. (referente ao trecho avaliado)",https://drive.google.com/open?id=1zaDPsT-gJdulO4lyzQTbfdPUTe6Drzvm,,,,"4,3",Av. Afrânio Peixoto - Suburbana (Lobato),5,16
10/08/2023 16:07:00,Ediana Fiuza,Lucas Vinicius,09/07/2023,12:45:00,Avenida Afrânio Peixoto (Trecho 3 - Lobato) - IDA,Próx. Atakarejo Lobato,Prox. da Av. Bonifácio e Tv. Voluntários da Pátria,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,28,1,1,,Concreto,Irregularidades que demandam desvio para circulação,O traçado é completamente reto,Não há árvores nem mudas,"Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Conversão à esquerda de automóvel com invisibilidade de ciclista",0,1,0,0,1,0,0,2,Nenhum obstáculo,0,0,0,0,0,0,0,,"0,85",0,"6,1","7,2",Estacionamento proibido na via,,7,0,2,0,1,0,continua de outra estrutura,continua em outra estrutura,6,0,2,Toda área de circulação pintada de vermelho,"A pintura está boa, mas FALHA em ALGUNS pontos",0,0,2,Não existem,0,0,Não existem,0,0,0,23,0,13:21:00,,https://drive.google.com/open?id=1HBfV41WO_CNtnYrZ_-uZNFgyyZ7EgIlC,,,,"4,3",Av. Afrânio Peixoto - Suburbana (Lobato),5,17
10/08/2023 16:17:36,Ediana Fiuza,Lucas Vinicius,09/07/2023,13:28:00,Av. Afrânio Peixoto (T4 - Viaduto dos Motoristas) - IDA,Tv. Voluntários da Pátria,Assaí Atacadista da Calçada ,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,48,3,1,,Concreto,Buracos grandes que demandam saída a estrutura,O traçado é completamente reto,Somente mudas novas,"Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura, Motos atravessam a ciclovia constantemente ",0,2,2,0,0,0,0,5,"Bueiros, Raízes",5,2,0,0,0,0,7,,"0,89",0,7,"8,14",Estacionamento proibido na via,,0,0,3,0,1,1,sim,continua em outra estrutura,8,0,3,Toda área de circulação pintada de vermelho,"A pintura está boa, mas FALHA em ALGUNS pontos",3,0,3,Não existem,0,0,Não existem,0,0,0,28,0,14:03:00,"No final, na transição entre a Av. Afrânio Peixoto e a Rua Luiz Maria, existem 3 travessias de rua em nível, porém a ciclovia fica muito ruim, com peças de concreto doltas, bueiros e raízes. ",https://drive.google.com/open?id=1BHp-yr9f1AO4tjlr_IkLc1KGQt0vyrg1,,,,4,Av. Afrânio Peixoto - Suburbana (Lobato),5,18
10/08/2023 16:23:51,Ediana Fiuza,Lucas Vinicius,09/07/2023,13:28:00,Av. Afrânio Peixoto (T4 - Viaduto dos Motoristas) - VOLTA,Assaí Atacadista Calçada,Tv. Voluntários da Pátria,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,48,3,1,,Concreto,Buracos grandes que demandam saída a estrutura,O traçado é completamente reto,Somente mudas novas,"Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura, Motos atravessam a ciclovia constantemente ",0,2,3,0,0,0,0,6,"Bueiros, Raízes",5,2,0,0,0,0,7,,"0,89",0,7,"8,14",Estacionamento proibido na via,,0,0,3,0,1,1,continua de outra estrutura,sim,8,0,3,Toda área de circulação pintada de vermelho,"A pintura está boa, mas FALHA em ALGUNS pontos",3,0,3,Não existem,0,0,Não existem,0,0,0,28,0,14:03:00,,https://drive.google.com/open?id=11gZN7WlZ-cj9y0Zh3RJvGaFgvlnuEoNq,,,,4,Av. Afrânio Peixoto - Suburbana (Lobato),5,19
10/08/2023 16:52:31,Ediana Fiuza,Lucas Vinicius,09/07/2023,11:47:00,Av. Afrânio Peixoto - Praia Grande (IDA),Bomboniere Carvalho,Hotel Rios,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,46,3,0,,Concreto,"Pequenas imperfeições, como fissuras",O traçado é completamente reto,Somente mudas novas,Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade,0,1,0,0,0,0,0,1,Raízes,0,1,0,0,0,0,1,,"0,89",0,"6,31","7,43",Estacionamento proibido na via,,2,0,0,0,0,0,continua de outra estrutura,continua em outra estrutura,4,0,3,Toda área de circulação pintada de vermelho,"A pintura está boa, mas FALHA em ALGUNS pontos",0,0,3,Não existem,0,0,Não existem,0,0,0,23,0,12:15:00,"Uma pequena parte do trecho possui árvores maiores com mais sombreamento, isso ocorre nas proximidades da Estação Ferroviária Periperi (a partir dela, subindo ~350m a norte)

Atualmente a estação encontra-se desativada por causa do abandono do trem do subúrbio.",https://drive.google.com/open?id=1APC64sb9kCoo8kx9hnoXDelspvH5rx__,,,,2,Av. Afrânio Peixoto - Suburbana (Lobato),5,20
10/08/2023 16:59:19,Ediana Fiuza,Lucas Vinicius,09/07/2023,11:00:00,Av. Afrânio Peixoto (Paripe) - VOLTA,Bomboniere Carvalho,Praça de Paripe,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,62,3,0,,Concreto,Falhas que demandam redução de velocidade ou parada,O traçado é completamente reto,Somente mudas novas,Veículos passam muito rápido e muito perto da ciclovia,0,0,0,0,0,0,0,1,Lixo/entulho,0,0,0,0,0,5,5,,"0,86",0,"6,06","7,06",Estacionamento proibido na via,,3,0,1,1,0,1,continua de outra estrutura,não,6,0,3,Toda área de circulação pintada de vermelho,A pintura é falha em VÁRIOS pontos,0,1,2,Não existem,0,0,Não existem,0,0,0,25,0,11:46:00,"Esse trecho (Sul em direção ao Norte) da ciclovia da Suburbana sentido Paripe continua da estrutura, não havendo início nem indicação em placa.

Presença de motocicletas constantemente invadindo a ciclovia. Muito entulho/lixo. Carros e caminhões passam muito rápido na faixa esquerda. Segregadores deteriorados. Muito perigoso. ",https://drive.google.com/open?id=1DPpF3I3L4PqoII3Aeg4iV2ak_diNqQgN,,,,"2,4",Av. Afrânio Peixoto - Suburbana (Periperi),6,21
10/08/2023 17:06:57,Ediana Fiuza,Lucas Vinicius,09/07/2023,11:00:00,Av. Afrânio Peixoto (Periperi) - IDA,Praça de Paripe,Boboniere Carvalho,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,62,3,0,,Concreto,Falhas que demandam redução de velocidade ou parada,O traçado é completamente reto,Somente mudas novas,Alta velocidade dos veículos,0,0,0,0,0,0,1,1,Lixo/entulho,0,0,0,0,0,5,5,,"0,86",0,"6,07","7,06",Estacionamento proibido na via,,3,0,1,1,0,1,não,continua em outra estrutura,6,0,3,Toda área de circulação pintada de vermelho,A pintura é falha em VÁRIOS pontos,0,1,2,Não existem,0,0,Não existem,0,0,0,25,0,11:46:00,"Presença de motocicletas invadindo constantemente a ciclovia, muito lixo e entulho. Carros e caminhões passam muito rápido na faixa esquerda. Segregadores deteriorados. Muito perigoso.",https://drive.google.com/open?id=11i_sZK7lZ3SyiJeBhXbO7OnBTExn_Fmc,,,,"2,4",Av. Afrânio Peixoto - Suburbana (Periperi),6,22
10/08/2023 17:18:05,Ediana Fiuza,Lucas Vinicius,09/07/2023,11:57:00,Av. Afrânio Peixoto (Periperi) - VOLTA,Hotel Rios,Bomboniere Carvalho,ciclovia,"unidirecional, no fluxo dos automóveis",Mão única,No canteiro central,60,2,Canteiros,Poucos trechos SEM segregadores dificultando invasão,Segregadores DIFICULTAM o acesso parcialmente,46,3,0,,Concreto,"Pequenas imperfeições, como fissuras",O traçado é completamente reto,Somente mudas novas,Cruzamento com veículos em curva de ângulo aberto e sem tratamento de redução de velocidade,0,1,0,0,0,0,0,1,Raízes,0,1,0,0,0,0,1,,"0,89",0,"6,31","7,43",Estacionamento proibido na via,,2,0,3,0,0,0,continua de outra estrutura,continua em outra estrutura,4,0,3,Toda área de circulação pintada de vermelho,"A pintura está boa, mas FALHA em ALGUNS pontos",0,0,3,Não existem,0,0,Não existem,0,0,0,23,0,12:15:00,"Pequena parte do trecho possui árvores maiores, com sombreamento. ",https://drive.google.com/open?id=1_Xo7UFGWPm2dNOQRVkIIjF986Ft7jJ7N,,,,2,Av. Afrânio Peixoto - Suburbana (Periperi),6,23
14/08/2023 11:14:39,Tâmara Olivieri,Felipe Brust,16/07/2023,10:15:00,Av. Luis Eduardo Magalhães,Saída Túnel ,Viaduto Paralela,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,Irregularidades que demandam desvio para circulação,O traçado é muito sinuoso ou possui curvas com obstáculos que impedem visualização de entorno ou parte da estrutura,Não há árvores nem mudas,"Paradas de ônibus ao longo, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",2,0,3,0,0,0,0,5,Desníveis,0,0,0,0,-1,0,1,,"1,55",25,"3,1","11,25",Estacionamento proibido na via,,8,1,0,0,1,0,continua de outra estrutura,continua em outra estrutura,5,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura está boa, mas FALHA em ALGUNS pontos",2,0,1,,9,32,Não existem,0,0,0,5,53,13:50:00,"O início do trecho é muito ermo para o ciclista com um leve aclive que não deixa desenvolver velocidade. Muito mato no entorno e sem qualquer estrutura urbana ou vida pedestre. 


Areia, brita e sujeira por toda a ciclofaixa exige muita atenção. Concreto endurecido e água empossada de uma nascente demandam desvio para a faixa de rolamento. 


Um longo declive acentuado exige atenção redobrada ao passar por duas paradas de ônibus que possuem boa pintura ao longo do cruzamento.


Ao final do trecho, dois acessos da artéria Paralela em aclive acentuado, inclusive onde já houve histórico de morte de ciclista, é o ponto crítico da estrutura. 
",https://drive.google.com/open?id=1rIXZVs_tMWHCkgMrp-8Hfqh_yBjqs_em,,,,"2,6",Av. Luis Eduardo Magalhães,13,24
14/08/2023 11:20:32,Tâmara Olivieri,Felipe Brust,16/07/2023,10:15:00,Av. Luis Eduardo Magalhães,Entrada Túnel,Saída Túnel,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras",O traçado é completamente reto,Não há árvores nem mudas,Nenhuma situação de risco,0,0,0,0,0,0,0,0,Desníveis,0,0,0,0,-1,0,1,,"0,9",25,3,"10,15",Estacionamento proibido na via,Nenhum elemento de controle de velocidade na via,0,0,0,0,0,0,continua de outra estrutura,continua em outra estrutura,0,0,0,Apenas faixas vermelhas nas bordas.,"A pintura é MUITO falha, mostrando muito asfalto",0,0,0,,0,4,Não existem,0,0,0,1,1,13:50:00,"Estrutura muito estreita, escura, úmida, mal sinalizada, suja. Combinação perigosa com a faixa de rolamento a poucos centímetros do ciclista e da bicicleta.


Aterrorizante trafegar pelo trecho. Sensação de insegurança potencializada pelo barulho dos motores reverberando pelo túnel. Alguns trechos a sujeira e umidade formam lama, que obriga o ciclista a reduzir ainda mais a velocidade, já que trafegar pelo rolamento é impossível.
",https://drive.google.com/open?id=1WDkL-i1M1Pyf0ypyuaBvVL96Jh9C0RS8,,,,"0,1",Av. Luis Eduardo Magalhães,13,25
14/08/2023 11:26:26,Tâmara Olivieri,Felipe Brust,16/07/2023,10:15:00,Av. Luis Eduardo Magalhães,Viaduto BR-324 ,Entrada Túnel  ,ciclofaixa,"unidirecional, no fluxo dos automóveis",Mão única,No bordo direito da via de mão única,70,3,"Sinalização com pintura, Tachas ou tachões",NENHUM ou QUASE NENHUM segregador dificultando invasão,Segregadores NÃO DIFICULTAM o acesso,,,,Não se aplica,Asfalto,"Pequenas imperfeições, como fissuras","O traçado é sinuoso, exigindo atenção",Não há árvores nem mudas,"Paradas de ônibus ao longo, Trajeto de conversão permite invasão de automóvel de trecho de linha contínua da estrutura",1,0,2,0,0,0,0,3,"Desníveis, Concreto endurecido despejado de betoneira",0,0,0,0,-1,-1,2,,"1,5",25,"3,05","11,1",Estacionamento proibido na via,,3,1,0,0,0,0,sim,continua em outra estrutura,1,0,0,"Apenas faixas vermelhas nas bordas, com travessias pintadas nos cruzamentos","A pintura está boa, mas FALHA em ALGUNS pontos",3,0,0,,6,2,Não existem,0,0,0,3,12,13:50:00,"A ciclofaixa só tem início na via após uma travessia intensa para a BR-324. A brita e areia no início da ciclofaixa evidenciam a intensidade da travessia. Uma faixa de pedestre bem desgastada é o único elemento de ligação entre a estação de metrô e a estrutura. 


Uma longa e perigosa travessia de 150m cruza com descida da BR-324 sem qualquer tratamento de redução de velocidade.


Muita sujeira, areia e brita por toda a ciclofaixa e entorno deixa claro que a via é uma auto pista e que a estrutura deveria estar segregada da faixa de rolamento.
",https://drive.google.com/open?id=1tGnjlaaNQafTRlcPplOycXwzIQbFkRbl,,,,"0,65",Av. Luis Eduardo Magalhães,13,26
